id,ACTION
1,0.7931221223690573
2,0.9911072830705634
3,0.9987993497278799
4,0.9971752830557835
5,0.9995592546437921
6,0.9978733954428252
7,0.913410300760032
8,0.9997246733401677
9,0.9202137843346161
10,0.9846610247700074
11,0.9924468462911966
12,0.9929472550141814
13,0.999105871825422
14,0.6524061168188326
15,0.9631812163638354
16,0.9828216306106742
17,0.5525549071104175
18,0.928636901483792
19,0.9992383656987233
20,0.9973105731620893
21,0.9941427688661745
22,0.9972828226849733
23,0.9990448488946692
24,0.9943636091319715
25,0.9996320450340813
26,0.962192126235843
27,0.9986393853499002
28,0.9723800223036784
29,0.9945482778828098
30,0.9596767626857984
31,0.9983935919862993
32,0.99504070528657
33,0.9699954444475902
34,0.999220588333666
35,0.9971779461519604
36,0.999754056423963
37,0.9907403174930405
38,0.9995676922462667
39,0.9975780349501788
40,0.9455674520645156
41,0.83059169035283
42,0.9993955611648335
43,0.995822388529806
44,0.9949534610134897
45,0.9985623572727735
46,0.9948204889282731
47,0.9997655375134347
48,0.9972173207291258
49,0.9997472539397044
50,0.9902235945725948
51,0.9135383389100288
52,0.9987524605739037
53,0.9558384212404104
54,0.999974337308938
55,0.9989913816280428
56,0.9821346292930099
57,0.9842842602479586
58,0.9993641140538324
59,0.9990295113741922
60,0.9994693965654677
61,0.9984221696661376
62,0.989699356294309
63,0.9983189168767455
64,0.999344474202624
65,0.9991295548722104
66,0.9912447578020606
67,0.9940250383333444
68,0.9998726108321663
69,0.9832200314769074
70,0.6337595454134273
71,0.9896760295960041
72,0.9993350131917192
73,0.9997961189325129
74,0.9985025481039943
75,0.9978123578608536
76,0.9989345455044225
77,0.9955781614818767
78,0.9377937254817362
79,0.6850804240249857
80,0.9949592045515562
81,0.9996024790375613
82,0.9972778825283788
83,0.9980820409062052
84,0.9973742494876932
85,0.9913258262351521
86,0.9807201084088243
87,0.9973046134476955
88,0.9966377682149329
89,0.9986617316413493
90,0.9034549914067179
91,0.9932149417682348
92,0.8470424300060946
93,0.9967536008681285
94,0.9714817295309138
95,0.9973561308649781
96,0.9973533772555352
97,0.6116345828852621
98,0.9969934358184713
99,0.995222450844655
100,0.9990688403623849
101,0.9864035079031386
102,0.8961507731393403
103,0.9965054593865477
104,0.9960500792767875
105,0.8036395891241062
106,0.9987905484198717
107,0.9998341920723355
108,0.9942030143018544
109,0.9989887592332342
110,0.9979002854842782
111,0.8993800959872356
112,0.9986892299710634
113,0.9827231987297383
114,0.9988571474337327
115,0.9944844638855066
116,0.9843874204540422
117,0.9809524288458317
118,0.9983649303517321
119,0.9993191689474324
120,0.9958935164855005
121,0.9519030470326193
122,0.9938923373624688
123,0.9764916786886587
124,0.9926803146636479
125,0.9985503046524076
126,0.9080747572367347
127,0.9291964720303829
128,0.8275548927895751
129,0.9644974697545964
130,0.9984281486503054
131,0.9984579458399216
132,0.9994134750903971
133,0.9948076817994793
134,0.8039949770024074
135,0.9993127094905885
136,0.9859163687882869
137,0.9987695393940037
138,0.8970721599996341
139,0.99104849594242606
140,0.9997246733401677
141,0.9844665666043079
142,0.9869569091208936
143,0.9990792019979831
144,0.9952230930673458
145,0.9992132497346571
146,0.8784483559578594
147,0.8123120044200249
148,0.887211145556992
149,0.9994213952697215
150,0.9868997792619593
151,0.9995466556696486
152,0.7216125462019388
153,0.9960394229810116
154,0.9671023436195253
155,0.9975844923836831
156,0.9886430712452794
157,0.9904967144062381
158,0.9996721116843271
159,0.8358494475281585
160,0.9946523672459687
161,0.8877677917596918
162,0.9955828559738162
163,0.9990885298752468
164,0.9945425729915651
165,0.9985257764630311
166,0.9992647175379962
167,0.9730018675329942
168,0.994513031138292
169,0.9919600466191306
170,0.9999032043676588
171,0.9963754936828639
172,0.9992426848881634
173,0.9799306305619969
174,0.9842148307510729
175,0.9974346202673792
176,0.999439788240727
177,0.9814149348275095
178,0.9973613915718523
179,0.9953371389595557
180,0.9729114980526037
181,0.8289678422470574
182,0.9984281486503054
183,0.7353209098307802
184,0.9503356497380068
185,0.9984156267514555
186,0.9571228764102953
187,0.9977044210189011
188,0.9881358506233899
189,0.6145797005026954
190,0.9924072647691816
191,0.9999052510249855
192,0.9947445498431543
193,0.9990804381101489
194,0.9992890043652882
195,0.9947271095249376
196,0.9989608476118412
197,0.9986039605081086
198,0.9831038315723596
199,0.9989301597879051
200,0.819359268984664
201,0.9987383342447935
202,0.9984680628221421
203,0.9890020415940621
204,0.9864931652181727
205,0.9998074878178221
206,0.9960976283984598
207,0.9991567093108781
208,0.9950786940071387
209,0.7637586687260465
210,0.7043103912875203
211,0.9485705761739316
212,0.9904827425418644
213,0.9999848045853129
214,0.9924697711804809
215,0.9953237056929942
216,0.9625804532211505
217,0.9663348171120862
218,0.9988012510897647
219,0.9932938194241785
220,0.9876840672488545
221,0.524971210325046
222,0.9996960959666986
223,1
224,0.9961886591089111
225,0.9789072230072093
226,0.9217025301993259
227,0.9755566190947971
228,0.9976878992191263
229,0.9991821135778283
230,0.9962890439606668
231,0.9958178966662828
232,0.9873718218456495
233,0.9601725076961309
234,0.17196885553953928
235,0.8958775167056516
236,0.9935939022047261
237,0.9902629665524127
238,0.9816451417222697
239,0.9677306523025548
240,0.9989380999213172
241,0.9941182394899831
242,0.5948334321166475
243,0.707398934853051
244,0.9861475495673268
245,0.9960038738180977
246,0.9969724718695205
247,0.9955557974030287
248,0.967444058067624
249,0.9904624411305601
250,0.9990382598482876
251,0.9989302310286785
252,0.7755600879613694
253,0.9999420485490909
254,0.9996410039756047
255,0.9999762535781805
256,0.9803810074381447
257,0.9980843830290024
258,0.9864035561938962
259,0.9834639160172404
260,0.999246876016911
261,0.9938577335307194
262,0.9900299260427118
263,0.996942512641792
264,0.9990339052913918
265,0.9998823009372529
266,0.995078075611313
267,0.9014465173112801
268,0.9990395222015536
269,0.976877590142945
270,0.9987613306937042
271,0.9952468725460947
272,0.9965589185393259
273,0.9948349642575843
274,0.5016548536045848
275,0.9995956707753866
276,0.9539917762881968
277,0.998781782517471
278,0.9999420485490909
279,0.894126921108525
280,0.877104723163699
281,0.9996129733144724
282,0.9985978773893809
283,0.7687814643762468
284,0.9832990133548565
285,0.9964203233670865
286,0.9737748860926544
287,0.9995532784421984
288,0.9972452502570275
289,0.9974572960784934
290,0.9998823009372529
291,0.46203253650736886
292,0.8817544493850735
293,0.9986663755196091
294,0.9919796139708896
295,0.997488631562948
296,0.7569123691261891
297,0.5524074233159841
298,0.9883550388487539
299,0.7039048942263955
300,0.9953339566314271
301,0.7025619301901675
302,0.9998439040404331
303,0.9062604209983597
